what,kind,bundleId,bundleVersion,description,time
started,bundle,com.aptana.core,3.3.0.1369977306,"com.aptana.core",1376775954810
started,bundle,com.aptana.core.epl,3.0.0.1344341997,"com.aptana.core.epl",1376775954867
started,bundle,com.aptana.core.io,3.0.3.1366554463,"com.aptana.core.io",1376775954880
started,bundle,com.aptana.deploy.ui,1.0.0.1354838688,"com.aptana.deploy.ui",1376775954891
started,bundle,com.aptana.editor.epl,3.0.0.1363886503,"com.aptana.editor.epl",1376775954902
started,bundle,com.aptana.editor.php.epl,3.3.0.1358460206,"com.aptana.editor.php.epl",1376775954929
started,bundle,com.aptana.explorer,3.0.0.1367440240,"com.aptana.explorer",1376775954940
started,bundle,com.aptana.filewatcher,3.0.1.1337406272,"com.aptana.filewatcher",1376775954947
started,bundle,com.aptana.git.core,3.0.0.1370549535,"com.aptana.git.core",1376775954976
started,bundle,com.aptana.git.ui,3.0.3.1360356384,"com.aptana.git.ui",1376775955010
started,bundle,com.aptana.portal.ui,3.0.0.1367525200,"com.aptana.portal.ui",1376775955026
started,bundle,com.aptana.scripting,3.1.0.1367525200,"com.aptana.scripting",1376775955036
started,bundle,com.aptana.scripting.ui,3.0.0.1363994809,"com.aptana.scripting.ui",1376775955048
started,bundle,com.aptana.shared_core,2.7.0.2013032300,"com.aptana.shared_core",1376775955083
started,bundle,com.aptana.syncing.core,3.0.0.1367525200,"com.aptana.syncing.core",1376775955089
started,bundle,com.aptana.syncing.ui,3.0.3.1367525200,"com.aptana.syncing.ui",1376775955131
started,bundle,com.aptana.theme,3.0.0.1364595254,"com.aptana.theme",1376775955139
started,bundle,com.aptana.ui,3.1.4.1370053012,"com.aptana.ui",1376775955235
started,bundle,com.aptana.ui.io,3.0.0.1366120396,"com.aptana.ui.io",1376775955260
started,bundle,com.aptana.usage,3.0.0.1370549535,"com.aptana.usage",1376775955265
started,bundle,com.python.pydev.analysis,2.7.0.2013032300,"com.python.pydev.analysis",1376775955291
started,bundle,org.python.pydev,2.7.0.2013032300,"org.python.pydev",1376775955291
started,bundle,org.python.pydev.core,2.7.0.2013032300,"org.python.pydev.core",1376775955313
started,bundle,org.python.pydev.red_core,2.7.0.2013032300,"org.python.pydev.red_core",1376775955366
os,sysinfo,,,"win32",1376775955387
arch,sysinfo,,,"x86_64",1376775955387
ws,sysinfo,,,"win32",1376775955387
locale,sysinfo,,,"en_US",1376775955387
processors,sysinfo,,,"4",1376775955387
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1376775955387
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1376775955387
java.specification.name,sysinfo,,,"Java Platform API Specification",1376775955387
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1376775955387
java.specification.version,sysinfo,,,"1.6",1376775955387
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1376775955387
java.version,sysinfo,,,"1.6.0_24",1376775955387
java.vm.info,sysinfo,,,"mixed mode",1376775955387
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1376775955387
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1376775955387
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1376775955387
java.vm.specification.version,sysinfo,,,"1.0",1376775955387
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1376775955387
java.vm.version,sysinfo,,,"19.1-b02",1376775955387
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1376776488245
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1376776488297
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1376776488642
started,bundle,com.aptana.debug.core,3.0.3.1364332987,"com.aptana.debug.core",1376776491534
started,bundle,com.aptana.js.debug.core,3.0.3.1365014454,"com.aptana.js.debug.core",1376776491595
started,bundle,com.aptana.webserver.core,3.0.0.1354927905,"com.aptana.webserver.core",1376776491636
started,bundle,com.aptana.js.debug.ui,3.0.0.1346080293,"com.aptana.js.debug.ui",1376776491640
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1376776491824
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1376776498495
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1376776501549
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1376776501902
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376776502060
started,bundle,com.aptana.preview,3.0.0.1369877848,"com.aptana.preview",1376776502172
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1376776502801
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1376776502918
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1376776502940
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376776502970
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1376776503078
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1376776504575
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376776504700
started,bundle,org.eclipse.mylyn.tasks.index.core,3.8.4.v20130429-0100,"org.eclipse.mylyn.tasks.index.core",1376776504940
started,bundle,org.eclipse.mylyn.commons.notifications.ui,1.0.4.v20130429-0100,"org.eclipse.mylyn.commons.notifications.ui",1376776505638
opened,view,org.eclipse.mylyn.tasks.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1376776505701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776657349
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1376776657364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776658473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776667496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776670130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776671812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776672308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776673768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776674235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776675579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776676294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776723039
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376776724060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376776725849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376778057313
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376778059912
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376778059912
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1376778066402
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376778075641
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376778075670
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1376778149710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376778167340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376783275625
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376783275646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376783285940
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1376783287790
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1376783288103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376783290967
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376783295817
error,log,,,"Background Indexer Crash Recovery",1376783295823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376783295857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376783298289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376783298302
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1376783301568
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1376783301586
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1376783301609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376783302505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376783304338
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376783305341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376783305797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376783908212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376783915097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376783916460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376783926024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784043725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784044952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784051962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784103554
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1376784106320
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1376784112652
started,bundle,com.aptana.deploy,3.0.3.1366246693,"com.aptana.deploy",1376784113016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784116551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784121763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784123752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784189156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784193860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376784194488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784198981
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376784199129
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1376784199185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376784204915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784205416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784210174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376784215423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784217836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784227031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376784229477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376784231963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376784232609
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1376784236604
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1376784237171
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1376784239738
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1376784239853
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1376784239898
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1376784239939
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1376784240023
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1376784240097
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1376784240107
started,bundle,org.eclipse.mylyn.java.ui,3.8.4.v20130429-0100,"org.eclipse.mylyn.java.ui",1376784240125
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1376784240309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376784243381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376784260216
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1376784262626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376784265641
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1376784275795
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1376784279930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376784282589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784282968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784767029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784767353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784767990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784768428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784773732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1376784777680
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784778080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784782108
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1376784789681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784797242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784798494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784798931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784806127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376784807681
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1376784810878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1376784811634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1376784813014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784815806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784816774
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1376784823554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784825979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784826949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784843704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784844501
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1376784847058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1376784848446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376784849184
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1376784849337
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1376784849659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376784852916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376785402833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376785403395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376785593999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376785600747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804500102
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1376804500145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804500501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804518047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804518096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804523263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804536336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804622391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804623561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804646772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804647258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804669823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804677451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804678192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804682449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804683614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804684475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804699855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804700625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804702407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804703492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804707379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804708736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804709676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804724814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804757605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804758087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804776196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804777660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804778709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804927265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804928495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804928809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804987508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376804987860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805238251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805239803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805275517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805276075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805279534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805280775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805281464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805289482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805378265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805380328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805387399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805389257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805391190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805393427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805405314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805406246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805407079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1376805407925
